,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
D4A8D5,26178.95576,44710.81647,42959.13252,32739.8855,24246.3429,27962.34866,21855.31849,17169.97406,43212.24465,47728.48772,15851.26414,14807.3708,16882.7224,17755.89145,27383.11064
A0A140TAI3,22465.86403,26276.97912,24089.41815,32104.90857,25741.89118,28384.57584,31941.69787,27643.88327,25649.56204,29455.55994,30802.03814,26675.03581,26444.15655,36136.22661,38878.94532
A0A0G2JY31,468214.5521,604016.6596,523738.7954,616743.6017,655195.1941,599196.1599,426027.3151,589404.9287,886967.7943,792067.2717,516239.4922,502966.4319,606741.2445,574474.7279,636094.0893
G3V9W6,68926.07148,82009.97242,79591.54482,90439.70546,66634.86218,42410.09652,53549.59578,49340.6096,80284.41346,95966.44982,15365.48305,25519.75047,19682.76451,28394.33729,38926.88007
A0A0G2JY69,24222.86607,25252.49656,21977.53213,38010.34241,20961.85077,30407.43543,32415.58809,25527.67834,40068.81937,33944.22785,15376.47357,7149.883808,11279.83306,16131.12534,6905.77341
A0A0G2JY70,57521.34608,56518.90555,68170.25071,93414.30537,73206.04416,74097.95459,79284.32932,82735.42153,103503.3589,100419.3884,112982.5705,72318.81243,69577.48418,105333.6146,118182.345
A0A0G2JYA4,59132.24348,76074.25168,69651.37996,89772.08953,59942.8056,60331.84962,57949.29242,60475.21401,86114.63156,84420.56904,17046.30027,61322.37021,55264.78642,70763.54935,44380.61721
A0A0G2JYK0,11608.0945,13321.12713,16688.24081,22957.08665,14462.6441,19237.56956,13304.34345,13861.09727,25342.42235,20001.83244,27457.98852,28013.35115,26240.50692,28231.9954,44111.56412
A0A0G2JYN0,2338.851757,2210.428163,1193.117217,2306.761416,511.4300159,2026.209307,2681.969279,1530.490528,1917.108895,4961.023465,2037.129967,1931.332532,1686.140367,3983.910364,3019.038595
A0A0G2JYT1,174212.3983,189372.3213,134227.3386,225505.8273,149038.3634,167799.9087,200834.6787,201975.6032,301289.0909,22958.10725,149170.6974,162755.1542,180715.2008,203412.3655,226638.5751
A0A0G2JYU2,11698.00505,14079.073,11624.31097,15855.87848,8999.112855,10083.06811,15352.5469,13832.29313,18020.67411,13234.42449,9876.816155,11222.91134,16727.32034,12618.20854,15822.33213
A0A0G2JYY2,1.1021,3971.567916,9.833973357,13.19561898,19.77847664,970.7923465,1330.384458,1342.363423,2204.202962,954.1052238,19390.21236,9110.013053,14528.6898,19381.33119,29579.60445
O70419,5770.865978,3252.375445,4443.387755,4267.6236,2011.766196,4123.835364,5023.735248,5521.39559,8857.446723,7339.73958,1439.137903,2101.03794,3589.563109,4764.633393,2344.521352
Q6IMY8,76316.93294,96386.97294,94913.57158,92375.79168,71184.14201,99535.68455,102988.8174,74854.786,121299.7939,141958.093,129461.0271,82802.77066,103642.5127,125218.8119,153808.6858
A0A0G2JZA2,201260.4895,254967.7429,181010.5936,265251.2293,187745.7021,190997.4195,224783.5943,135266.9909,255483.1466,252394.939,34266.25081,162403.7365,167895.9337,93942.73767,153476.2351
A0A0G2JZF6,5100.229587,1397.805158,1893.036411,5726.957856,2906.836007,1866.79376,1057.124393,1937.079123,4140.610015,7918.687744,8269.26907,1300.928412,6253.670507,10184.42744,1833.813314
A0A0G2JZG7,2882.489484,3673.012583,2958.044948,2852.203634,4774.930717,3928.461605,2382.769957,4500.063425,3950.14264,4224.932208,2506.864897,3193.995467,3274.270852,4310.14346,3492.587504
A0A0G2JZH0,2953.454596,7364.859655,4522.296192,8532.13166,3411.190679,3069.641542,5675.708433,2850.608905,5172.857606,8992.553909,1086.202287,2653.642111,3602.251803,3829.719247,955.6039368
A0A0G2JZH8,884548.5748,965353.6596,801788.8918,1033395.289,764641.6366,841289.73,745504.1536,757009.0791,1341357.869,1398275.637,957714.1237,496719.008,821779.5423,988803.5612,933258.5936
Q6TXE9,152510.7741,132303.7908,114927.969,181554.4448,97782.04503,183531.4103,144282.1153,101773.1647,182136.5569,177839.6469,72230.44606,88645.08816,96719.54744,121554.3311,116141.2525
A0A0G2JZM2,7057.443158,7819.170591,11240.62188,11126.19047,7434.336413,9198.223192,12091.18446,7839.229567,14506.23495,11485.67017,2605.926141,9796.741603,12476.48501,4405.460382,9398.302931
F1LMC7,27775.93842,20002.23741,30853.45454,25853.05622,26509.99423,28608.59775,32540.79488,24307.10247,37473.76077,31063.38173,44506.4869,33163.57123,32902.59871,33690.32039,42934.07027
A0A0H2UI36,94186.65518,118080.8908,99484.64289,160190.7348,105111.4403,175723.9551,141438.7739,73189.54604,253981.4238,133085.2986,72629.03567,135124.9458,186948.1137,122719.6899,155393.625
A0A0G2K013,243432.8199,266074.3895,309690.0817,306257.6838,243699.6464,221631.7916,232201.2235,199468.7419,352673.8336,373987.2892,95705.46926,180213.7755,146049.8828,120860.5048,128264.1046
Q5XI38,13342.6189,12019.8345,13694.69983,9652.984632,16791.67759,26303.42059,9329.152675,5393.12711,17285.44147,14624.56177,9288.45685,14951.3544,17947.53505,10505.06952,6200.823372
A0A0G2K038,11335.68693,11996.43406,9626.063311,12049.72585,21193.16077,14721.73748,17826.75272,15130.28016,21548.70352,19187.99672,18512.43597,1567.322474,10590.90265,27692.42755,8144.268095
A0A0G2K047,115310.2831,154802.4554,168197.5487,170650.0512,163675.1767,94705.47228,87016.22252,100994.5525,94146.47047,133574.9234,55158.50123,101915.9832,54026.61913,83306.31269,80963.33354
A0A0G2K059,6028.288446,6754.736052,2875.178326,9730.131377,9433.711931,6489.14034,6140.61969,6629.005187,6787.515441,7727.469434,8181.34489,10969.10975,7354.388324,6403.680209,7443.106463
A0A0G2K0B0,2200.132623,5749.658722,2820.402072,4870.480788,3675.796131,2721.699695,5069.627773,3580.580933,2860.47624,5066.094297,4865.284462,2688.066938,2552.231219,4224.661356,1467.035188
A0A0G2K0B4,8493.871265,10523.91872,8776.967661,8838.493201,5189.530537,7405.21509,11510.54423,7652.452661,10215.7924,13828.59075,1295.92913,7741.924838,9697.200571,6133.761558,10179.17541
A0A0G2K0D3,835.9005404,9.594487474,6.511898161,16.42924903,8.134515882,151.4809947,1081.617037,27.40502559,1.6451,70.60057558,4118.075486,3988.150419,5703.872616,4906.632014,6345.941962
D4A9L5,4567.937715,4602.980214,2501.193186,8144.172631,3616.56759,4000.998072,2961.813931,3123.900132,6411.677014,2935.631166,8219.445371,5108.733278,5006.639121,5627.67251,8145.041242
A0A0G2K0F5,5326.022809,7324.336947,90980.91805,3902.734405,1410.771236,8172.63588,204451.2094,314541.323,10575.25457,10934.51152,1839.300567,37172.71585,3310.905347,40035.27968,142845.5453
A0A0G2K0I3,159179.14,170646.2638,154241.736,193326.7391,140538.6824,188253.3592,179050.6931,159858.5344,255286.0879,241596.7283,183043.4874,226117.6988,338574.5179,322400.2128,360817.2091
A0A0G2K0I6,3972.708449,4248.092594,3120.969164,2606.075893,1618.510694,4515.415671,4077.002337,3167.511414,4990.476424,2681.158626,2370.069526,4647.888152,1908.074067,2253.925137,3908.22814
B5DEX6,3279.433866,4496.365538,7734.431421,5405.83459,1999.870013,2043.846029,4385.928885,5619.959797,3937.639601,6605.831776,460.6959782,991.1928506,1382.405083,1830.960527,1253.802887
Q6LDV5,6344.045738,2288.277414,2599.445685,4433.340709,3529.757654,4643.666137,4392.413693,2130.459157,3054.748879,4191.915623,5959.940497,6794.073487,13315.2073,6697.444921,10731.19814
A0A0G2K0T6,2510.270506,2827.457742,4521.466255,2565.722229,1489.494807,23796.29059,17307.96762,14938.55253,24853.17328,12395.44588,117510.6658,49964.7488,40028.0916,73101.00311,64944.62358
A0A0G2K0V8,12698.25995,9988.814604,4441.536344,17177.75803,9189.765047,16049.62946,10826.64581,8400.460436,17908.55452,16477.85761,11796.49406,4297.30029,1040.688862,11678.51171,9324.081387
A0A0G2K0W9,33976.55543,50966.72369,69051.26725,83385.23041,38851.83879,55959.67473,46521.55427,35339.99222,47255.3446,88350.80009,43832.40153,27651.68387,42529.11098,41234.8397,51596.34289
A0A0G2K0X5,25657.15345,37296.30223,32282.23354,42559.77413,30104.91427,23870.82575,47404.98543,30017.97536,52792.01326,20363.0961,23960.07159,17639.69899,20824.99768,16005.15881,20771.98131
A0A0G2K0X8,8.65820781,6.939554248,7.543577076,15.36278134,123.4733904,350.1981921,249.138736,597.6411106,404.255638,388.3884914,789.0462365,99.90020939,370.8162407,2450.823625,348.0449167
A0A0G2K0X9,19691.48128,18886.43606,12067.3729,26301.10069,18826.76605,26563.66909,26475.4988,16726.21012,31099.93259,27652.5499,15517.15226,17011.05197,21107.75089,20875.41547,22646.07528
B0BNA6,1045.364134,1632.323204,690.1502494,2089.860415,930.1848754,1227.581793,2529.775693,1408.522961,1633.548289,7088.310648,63.68826765,74.83076638,1840.92531,68.92466584,81.95907222
A0A0G2K121,33749.63832,38818.47215,35556.67834,47717.47813,44429.10204,33399.66865,47072.2646,29945.51492,46762.01847,65917.3853,21297.43435,17216.53364,17272.06907,18556.14939,20145.73704
Q6PAH0,51816.30748,50441.06995,55048.85005,59469.74398,47143.83533,79236.3011,60697.85574,48381.97146,124738.1276,82852.44655,70063.84774,71635.50044,94986.00103,69638.60764,70310.99579
A0A0G2KAK2,6884.044243,7315.205074,1647.054037,4432.895636,2829.728976,2427.264951,1985.200996,2466.895457,2059.262924,665.0295059,2416.449531,4575.749928,2170.411331,1983.426033,4025.590953
D3ZGE2,3406.16494,1333.254191,1562.399833,2445.551354,1882.78649,2985.737422,1348.941,1914.485865,2990.874697,4741.817151,1428.5481,2841.992175,2835.274071,1054.424028,2080.986516
A0A0G2K1C0,36219.5026,41321.74822,31514.85537,56917.96752,43947.80142,37074.37756,37898.74745,26138.41634,50665.81834,45243.3113,23584.92841,34982.15727,32232.1819,24667.88365,29086.34044
Q1HEC0,110424.0728,119079.6899,117596.5554,135600.2146,113721.0074,166788.0625,163841.311,115563.1518,252547.6522,212192.7775,80179.52458,139654.3281,163065.5665,183709.045,162150.8779
A0A0G2K1H1,11110.37537,5446.24296,12265.28242,9134.469602,7193.796836,11114.06859,17548.90339,9651.640725,15721.88298,12479.47607,14560.97681,8956.755931,9148.524714,9279.08512,12567.4082
A0A0G2K1J5,64505.46934,63746.21629,33929.98984,69044.09831,19703.10679,25015.50278,31889.81936,20457.24773,64328.09863,79120.712,49595.09878,113712.8766,76012.36359,50282.2003,81566.38357
A0A0G2K1L8,3270.175223,2639.4552,2061.642539,3903.698739,2477.379568,6235.137802,2858.406087,2234.256941,3831.635641,2598.782582,2159.34458,3144.455353,8145.985083,6555.581022,8042.986618
A0A0G2K1M8,11803.43587,9974.293814,13951.34377,14002.87336,9452.392553,11465.92457,11488.59562,6494.435795,8175.216071,13080.25887,5521.711737,13580.82578,11082.35465,12624.94472,11911.78457
A0A0G2K1N3,1373.33016,1844.753517,1251.937266,1878.522882,917.273275,1334.929091,1594.715439,851.5676997,1839.440598,1735.984372,1269.823349,1039.073495,3087.05906,1845.914845,1890.716505
A0A0G2K1Q1,23803.28349,35229.07333,39606.80075,43245.93495,37263.43686,24082.35574,26641.11095,18991.38651,45841.9584,63793.47255,9509,17198.47469,21044.35582,26923.15603,17101.88061
A0A0G2K1S6,44935.47434,77004.56175,46384.88234,73318.32388,40018.27854,36246.5791,31987.5904,28454.90013,66024.8416,58987.87185,7264.636487,58457.34065,29314.32594,32116.0756,23329.59033
A0A0G2K1T8,21111.31875,16438.52199,21567.02949,31239.23324,18402.60615,28114.75019,16384.62993,18566.52529,18511.28219,23647.55182,7852.361922,27136.2714,32673.70326,18977.16052,24788.4492
A0A0G2K1W9,5278.124033,3249.63588,5017.261505,8326.625511,17383.41363,1870.624616,5985.981829,2715.842018,6141.298956,3513.917688,5879.270068,3406.212646,7414.417278,15526.89017,7798.674043
A0A0G2K1Z5,733.8948814,1118.483839,2038.101969,10026.10776,1206.297475,2536.652598,1201.635965,2500.694309,4144.075534,5862.79315,9200.532671,3661.581459,4325.6326,12174.2944,5500.202939
A0A0G2K261,77012.66935,114513.7509,112795.6536,128634.755,119308.7098,78724.13204,84452.22697,84292.64592,116047.1615,173605.0544,77886.1689,80611.2915,101886.5256,78267.65159,75064.26712
A0A0G2K273,4867.907138,10437.16588,7603.555784,9714.553666,10078.74268,5715.889988,10094.3607,8307.297013,14212.00599,10037.30725,9340.478659,4671.85288,9239.970683,10858.04523,8266.424396
M0R961,10787.12553,4151.75129,7235.827141,6660.80419,4420.273696,6006.119117,6103.706138,5261.708174,12464.29959,11789.36985,10027.01996,11220.95902,7914.845562,8847.296115,8146.587523
A0A0G2K2B8,43710.44306,43777.08195,31567.20562,49230.74092,33550.93881,49580.46335,53340.0864,41933.44228,60677.75696,73231.98197,12727.02497,26617.93045,27074.18004,19427.13721,17583.5475
A0A0G2K2C2,6226.840919,4827.281964,6415.460285,6871.177388,3309.820853,10575.25008,6337.159434,6427.37614,16820.65486,12968.43917,7280.048779,6055.120385,9700.566674,9722.999246,10573.47737
D3ZC84,2296.83998,4439.862034,4933.820299,4782.207134,6595.356902,4629.508618,5154.429186,5082.582357,7046.545649,12083.1447,1862.382,5270.775839,5549.817006,4411.994473,5910.740849
A0A0G2K2L1,8965.901665,9831.037481,11435.97772,10836.14844,8629.346514,9719.552998,8706.111743,6733.870296,12178.22479,15691.14973,1890.956022,5967.75406,6538.667783,10149.39932,13683.82391
A0A0G2KAL9,4863.893279,4317.551946,10328.32288,8925.283275,6990.946456,6056.086826,8689.650289,9612.485084,10010.5796,9139.441343,6771.260862,6043.894538,8114.568069,8152.122551,1387.401656
F1M4A0,5198.060833,6726.769677,5495.947153,5782.815057,3784.857978,4177.717213,5477.173367,1474.727501,5034.576784,6312.387762,6994.221932,4773.178281,3096.315859,7200.300604,8768.192951
Q562C3,5873.085709,7561.195031,6191.311808,11844.9903,6238.227452,9588.387751,10396.65277,6101.979245,15409.30718,14430.69684,10296.65411,20473.97951,29427.65164,21910.0924,16449.34955
A0A0G2K2U7,105371.956,112556.1045,132216.3225,195878.5156,138659.632,102821.0617,104450.3946,104460.0519,139198.1557,168444.145,8702.295655,17295.11452,21924.59346,17721.53695,12692.65706
A0A0G2K2V2,58479.32161,46581.70999,49512.49104,78229.75179,52050.24463,71949.34293,68524.52698,62698.53437,78871.02726,73007.01925,32834.55209,36837.8374,38690.06305,61911.5379,366824.5151
Q6AXQ3,3266.910615,1073.851784,2455.92936,1408.966351,1759.714182,1574.774124,2360.42229,2479.00221,3613.647997,3829.130166,1211.761871,1003.004388,2785.848359,786.2466853,1488.038285
A0A0G2K2X3,1.1021,9.699076189,1.2121,25.26614322,5.666003784,1592.929056,841.4383886,1729.374187,1173.733708,1823.974035,3503.045851,1570.202138,1608.888152,2635.000452,2861.472443
A0A0G2K309,5796.019526,6703.939983,8773.775571,17056.84537,6106.913693,8718.116751,5744.04839,11667.03113,10329.95051,10110.08931,1463.186002,2615.620673,3649.928671,1120.5632,3191.912937
D4A0E2,9632.203078,13710.37343,13302.71131,15889.25928,10279.2846,757.0524973,2983.245988,5656.415041,7240.206739,7675.198692,3847.781904,1730.097151,1683.615784,7689.347128,10033.82489
A0A0G2K398,94791.41068,105735.7331,119390.5093,158232.3947,138566.2288,96433.52236,101312.7424,101867.6783,133762.0549,188359.9623,21435.91493,37096.03172,70570.4865,51961.52946,35654.94703
A0A0G2K9Y5,19514.87127,30286.44433,25380.93732,29182.23435,29692.84183,28051.87414,22098.24959,17793.76394,37604.22718,28609.96477,22927.69517,20981.5827,23599.79398,22473.23688,25452.57738
B5DFF7,14644.18118,15520.19751,12241.02254,17255.64656,13498.39457,14055.0849,16282.86823,13097.78728,24430.51644,21579.21811,5529.771452,10546.92055,9227.628284,15579.43236,13892.572
M0RDZ5,8017.559416,6036.742144,7722.939901,12472.54928,11084.19945,13139.01017,10579.22522,8670.49935,18458.28021,10118.02917,20281.17738,10777.29431,16258.87009,16935.42498,18301.79556
A0A0G2K3W1,88176.56291,128742.3584,82579.34004,154056.0862,104551.0218,99585.65227,92393.62952,79562.46433,155051.1846,141706.6641,56640.75636,66413.04452,79866.55902,68985.19837,78806.26994
A0A0G2K3Z9,907936.022,888760.0324,946007.4687,1075751.812,963974.816,1355832.256,1058521.12,1022502.335,1511983.482,1278119.078,1023217.638,792056.2113,921752.9956,1417022.394,1180818.366
A0A0G2K401,543049.0312,707948.8467,613557.7931,525710.4599,792113.1332,570464.7248,770645.2773,620864.4617,529313.1334,1081078.202,897852.4118,658078.2534,826492.0957,1226994.813,845507.0813
A0A0G2K428,5512.37314,5846.114192,9612.656539,9323.627445,4405.21931,8183.462216,5186.354421,929.7889769,6659.495273,10575.23281,7907.314528,4188.360833,4135.43388,5363.614336,6943.50269
G3V8B8,4749.310841,3958.497915,4729.973503,6348.805005,7016.220238,4834.37625,7330.333577,6386.8703,14638.06038,10481.27779,6360.654949,1768.606656,521.5618427,6581.245857,2345.555399
B0BN52,706493.5706,1433362.41,1134340.714,1210016.794,809639.948,982698.3581,1012977.775,702731.2581,1337416.696,1710841.487,624833.1808,954245.1926,1093536.786,768665.2657,922666.5607
A0A0G2K466,29601.44375,28253.45998,36272.98309,33793.97688,47318.55405,36302.37638,42380.75134,32542.83917,50792.20769,49767.04694,43161.97966,12017.99365,38662.01214,50313.86034,35648.7619
A0A0G2K477,5025.036533,2263.906719,2374.156403,3544.150463,2295.753072,9062.061172,1951.031017,4271.903453,6341.959025,3854.918516,1539.992002,2116.022003,8738.420365,1210.760622,1935.17212
A0A0G2K478,10735.74807,13162.46074,6394.392496,10652.18316,3842.767884,12493.17748,10716.40397,12343.92867,12892.39253,18070.46133,9115.539299,10754.84262,14106.24305,17470.27751,16617.8943
A0A0G2K484,32585.0826,36662.20745,2294281.981,40930.79125,19769.58782,25148.33362,6762662.97,3060125.94,30610.00401,50377.75456,66864.14031,26942.50365,19702.40015,295004.1771,14828072.71
A0A0H2UHV6,2002.704027,1510.384571,1857.604219,2285.91696,782.73924,1930.877356,913.2409162,920.0845636,2167.577229,4005.527398,3816.568821,2346.15171,2614.00846,3760.269257,3367.802525
A0A0G2K4M6,20927.75138,12508.38998,20271.67982,18564.17379,23777.12975,138.261336,171.5620977,90.34192019,111.9716422,5423.12336,38.30878468,15523.38415,24.47563967,64.85732595,76.10009306
A0A0G2K4T8,3215.586678,22643.0624,29831.9861,5110.822523,22709.03795,16008.82249,18864.3229,27025.94422,38239.57145,2642.848809,11460.91679,5956.528223,7779.079141,8054.447977,6147.476639
A0A0G2K4X8,26039.80848,25614.91796,24196.67233,27174.93578,24094.70024,24169.79923,25498.7861,21103.0908,27512.10608,29637.51507,15895.22623,17668.00764,23069.07072,28531.75532,30412.27739
A0A0G2K513,23428.12101,32504.34921,26457.3097,37950.99878,28993.96695,20448.8702,31256.80178,31554.94682,42475.653,38001.49669,19136.69764,29234.52729,28508.14271,20015.87916,26878.24953
A0A0G2K531,31421.06206,37161.60703,55906.88355,50931.67796,33223.47857,22864.39273,19867.97252,15461.97796,26136.09306,36103.86997,10510.60294,24194.61329,26418.91072,17759.25954,17480.71974
A0A0G2K536,8022.911236,11182.55543,15916.39371,18116.12932,11618.24534,4159.93704,8216.757719,5380.075226,8432.751343,10436.9469,2513.019588,4487.944337,6844.422726,4544.293012,6389.083232
Q5XFV4,5195813.068,5361896.352,7512900.453,6600347.861,5160410.752,5694653.707,6756676.989,5472338.521,8144638.002,8133725.645,8169621.667,5504566.151,6423098.02,7396323.387,9376654.976
A0A0G2K5C8,13730.09057,15229.68964,12581.29922,24802.67382,12581.94545,8549.059321,14682.61576,10153.01297,26769.3988,49467.3172,3755.314972,3082.56681,6601.501823,11019.03989,5045.286729
G3V6I5,60716.38178,82432.32178,64639.80038,66393.66303,37494.19743,65399.40853,61386.24365,67698.75487,94764.82694,106777.8935,66904.43889,55543.5031,58704.95037,67691.8522,62973.88697
