GSM591473	GSM591474	GSM591475	GSM591476	GSM591477	GSM591478	GSM591479	GSM591480	GSM591481	GSM591482	GSM591483	GSM591484	GSM591485	GSM591486	GSM591487	GSM591488	GSM591489	GSM591490
BM232132	6.43661	4.67097	7.10721	7.30116	7.2165	4.25432	5.27776	4.47457	5.22696	4.55001	4.45029	4.18813	5.00875	4.3751	5.31789	5.00697	6.24715	4.76225
BG070237	1.52629	1.58928	1.52264	1.52629	1.74617	1.82662	1.43726	1.58365	1.52629	1.5183	1.52629	1.33339	1.4007	1.46123	1.51463	1.59834	1.53781	1.51575
BB527274	4.7051	5.05992	5.30658	5.23978	4.78626	4.88458	4.06384	5.2072	4.48892	4.80899	5.20832	4.79455	4.81048	3.49442	4.99244	4.53924	4.71525	4.3755
RAB44	1.88164	1.91028	1.62715	1.71395	1.89403	1.7977	1.78845	1.42639	1.95614	1.76086	1.70688	1.81718	1.75668	1.68762	1.91288	1.77349	1.72469	1.82615
TMC7	3.41941	3.06894	2.967865	3.331875	3.47495	2.88502	3.14999	3.13788	3.3338	3.09334	3.0673	3.175505	3.4569	3.60121	3.10377	3.19109	3.210195	3.195635
6430562O15RIK	1.76844	1.86519	1.57482	1.76914	1.32351	1.81635	1.61595	1.25763	1.65925	1.5188	1.55149	1.76673	1.58413	1.6513	1.74628	1.69673	1.74787	1.6375
BB360644	1.88766	1.74661	2.39477	2.13425	2.25175	1.92645	2.01205	1.9931	1.64598	2.21257	1.94083	2.01743	2.18133	2.27158	1.79619	2.01775	2.21603	1.92469
LOC100504898	1.8494	1.96963	1.99581	2.20598	1.91907	1.88625	1.73834	1.77804	2.1598	1.91388	1.85773	1.91834	1.51609	1.49502	1.74027	1.70039	1.54192	1.73967
4932418E24RIK	1.72518	1.86034	1.83719	1.85175	1.77017	1.76755	1.95382	1.90426	1.77811	1.86008	1.85989	1.98035	1.67907	2.08436	1.85078	2.29397	1.72428	1.88898
B230209K01RIK	1.27021	1.4459	1.19513	1.2555	1.29983	1.31731	1.38664	1.3759	1.20403	1.17825	1.2122	1.28163	1.56676	1.27119	1.15807	1.17995	1.2161	1.04511
OXGR1	1.23388	1.42938	1.63338	1.36575	1.46348	1.52251	1.2972	1.63577	1.36289	1.61337	1.70324	1.38932	1.74547	1.68465	1.84518	1.49253	1.68799	1.46504
GM19569	1.55155	1.7994	1.72351	1.69788	1.1917	1.60214	1.79018	1.8014	1.81574	1.59478	1.87028	1.58458	1.28287	1.60331	1.78731	1.68609	1.85922	1.38886
BM237837	4.50121	4.25339	3.9648	3.52177	4.15972	4.07268	4.19818	4.2281	4.6119	3.38907	4.00575	4.12385	4.20963	3.79835	4.72167	4.33262	4.78264	3.71159
BB364611	2.93922	2.6314	2.61882	3.12966	2.60138	2.87899	2.47588	2.86809	2.69549	2.23301	2.94863	2.53718	2.56305	2.46259	2.85002	2.346	2.04101	2.34992
DBPHT2	1.53896	1.57099	1.83529	1.90291	2.24179	1.43061	1.43351	1.76114	1.73243	2.07749	2.54441	2.40549	1.90203	1.76464	1.62931	1.38713	1.75517	1.70101
ZFP408	2.93856	2.90946	3.20605	3.07564	3.39727	3.19212	2.98995	2.81583	2.99959	2.98929	3.15615	3.05712	3.12255	3.36535	3.13493	2.7613	3.02149	2.91805
1700106J12RIK	1.31963	1.65238	1.76825	1.94937	1.41707	1.5453	1.82966	1.62065	1.82265	1.83501	1.3879	1.59425	1.42548	1.88878	1.76463	1.55156	1.50839	1.59929
BI793615	3.70662	4.39741	4.25301	3.68349	4.05018	3.7044	3.28564	3.6346	3.81441	3.79462	3.58405	3.9111	4.17371	3.37817	3.67744	3.79751	3.69172	3.50574
3010001F23RIK	1.90764	1.92329	1.7385	1.81303	1.92858	1.49615	1.50547	2.01117	1.53501	1.31554	1.8533	1.9245	1.92897	1.69343	2.03701	1.85274	1.94835	1.84097
BB797251	2.19764	2.17472	2.1249	2.06291	2.12563	2.24272	2.04193	3.01056	1.89552	2.68552	2.15951	2.37172	2.41119	2.11017	2.08102	2.23058	1.90614	2.07413
DBX1	2.18016	2.10295	2.2159	2.50951	2.19638	2.11656	2.39004	1.90511	2.29293	2.47412	2.08584	2.37161	2.39083	2.36649	2.29883	2.16641	2.35104	2.06427
BB495222	1.40166	1.41006	1.14903	1.20603	1.33578	1.53553	1.45689	1.31528	1.43095	1.23042	1.67858	1.40716	1.59154	1.48014	1.25969	1.39397	1.42268	1.49261
BB534501	2.34764	2.29965	2.39113	2.38522	2.37501	2.35723	2.41811	2.37961	2.57752	2.14431	2.5398	2.68934	2.30327	2.01403	2.42416	2.80344	2.07698	2.10758
BB114080	2.1984	2.0683	2.13815	1.92272	2.20483	2.04168	1.72759	1.75147	2.11015	1.98789	1.63633	1.98313	1.69271	2.06962	1.94934	1.83578	1.75971	1.98787
SDR16C6	2.11363	1.994	1.26117	1.84856	1.6671	1.35962	1.31054	1.50109	1.72592	1.83317	1.67827	1.62435	1.93919	1.65355	1.68163	1.9019	1.62957	1.69181
DHTKD1	8.08304	7.6763	7.60351	8.19077	7.83817	8.1188	8.39593	7.58951	8.15891	8.32988	8.3527	8.08279	8.07775	7.89847	8.19648	8.03949	8.00382	8.19677
FSD2	2.01842	1.62992	1.86957	2.02895	1.85871	2.05721	1.81485	1.70271	1.95938	1.85962	1.87214	2.01629	1.81582	1.80971	1.9497	2.00764	2.29112	1.8939
ZSCAN4A	1.57768	1.28485	1.69943	1.70077	1.70649	1.38959	1.5762	1.66341	1.43822	1.3583	1.74466	1.37871	1.53337	1.42659	1.50655	1.45308	1.67808	1.66307
D14ABB1E	7.82268	7.1992	7.51923	7.41487	7.64104	7.8435	7.62757	7.79955	7.99886	7.83719	7.34369	7.67904	7.82258	7.48003	7.83675	7.60871	7.50635	7.68285
AI607873	3.26199	2.40272	2.72388	2.81371	2.74611	3.13177	3.0859	3.08651	3.06934	3.00352	2.97561	2.83134	2.5626	3.11326	2.94586	3.08974	2.95541	3.63212
BM245857	1.57268	1.98787	1.76657	1.93331	1.90617	1.99317	1.98572	2.02154	2.22155	1.27136	1.81427	1.84151	1.69778	2.02517	1.88494	1.8905	2.00005	1.65532
FREM2	1.21311	0.995932	1.19988	1.28941	1.33972	1.061	1.28295	1.28588	1.24355	1.42591	1.11671	1.23378	1.16997	1.14718	1.33532	1.1814	1.30014	1.28435
SCARNA13	1.72614	2.09188	1.58404	2.12185	2.01976	1.82836	1.95384	2.00913	1.9398	2.1363	2.25963	2.26619	1.99336	1.835	1.97807	1.72232	2.05984	1.87474
AI256396	1.2154	1.09538	1.1798	1.21655	1.443	1.42593	1.31553	1.21453	1.30995	1.07232	1.33941	1.1644	1.02315	1.14134	1.21819	1.07164	1.21934	1.12599
B3GALTL	2.44629	2.49843	2.33017	2.80325	2.23806	2.30912	2.14543	2.14286	2.02426	2.26771	2.25868	2.27603	2.27731	2.37029	2.07302	2.14869	2.27081	2.20103
MACC1	1.97777	2.09036	2.12062	2.20457	1.7962	2.04138	2.05984	2.16564	1.95779	1.66199	1.85035	1.98611	1.95673	2.0353	2.08313	2.11472	2.16171	2.03173
BI134626	2.08528	1.93273	2.9646	1.61062	2.24985	2.01716	2.36082	2.17562	2.45051	2.05058	2.16354	2.0817	1.94292	1.92749	2.0269	1.98552	2.15753	2.53359
QRFPR	1.59787	1.25608	1.70101	1.5429	1.79456	1.50061	1.57791	1.33136	1.2263	1.33455	1.44538	1.33493	1.58682	1.52061	1.72621	1.42153	1.64013	1.61433
1700129O19RIK	1.55699	1.35981	1.72413	1.4754	1.48383	1.87285	1.68341	1.45794	1.60882	1.67431	1.3423	1.78129	1.41077	1.42436	1.74109	2.16435	1.46537	1.73734
KCNG1	1.880995	1.95494	1.83946	1.83539	1.844345	1.851455	1.95249	1.902835	1.687965	1.81819	2.05165	1.779625	1.733665	1.8152	1.84957	2.016475	1.749965	1.81942
BB056354	3.11448	2.87261	3.53594	3.33581	2.78451	3.07289	3.54116	2.99684	2.98345	2.91763	3.43045	3.004	2.8318	3.48265	3.15169	3.12748	3.11153	2.77158
BE991737	7.36863	6.8028	7.29621	7.26048	7.33934	7.36959	7.83278	6.78847	7.63776	7.54563	7.38606	7.35267	7.26935	7.40975	7.63544	7.43709	7.43339	7.54411
1457055_AT	3.92409	4.41783	4.71106	4.2876	4.18023	4.25825	4.06571	4.11748	4.23011	4.0451	4.00342	4.00916	4.3563	3.87943	4.39027	3.86747	4.34908	4.13083
BE956461	5.44253	4.54388	5.32042	5.38874	5.51055	5.58991	5.67275	5.58632	5.34291	6.15645	6.00106	5.57807	5.58749	5.36624	5.82309	4.70633	4.70442	6.03277
1700042G07RIK	1.72909	1.96319	1.87366	1.9687	1.9412	1.90007	1.8305	1.9044	1.87496	2.08849	1.90929	1.99608	1.99418	1.9939	1.83564	1.91776	1.74595	1.8128
ZFP438	3.07497	2.91603	2.32815	2.51291	2.44657	2.35676	2.48366	2.16618	2.30299	2.24146	2.49496	2.7576	2.48181	2.57177	2.86768	2.64989	2.55268	2.18402
AI447357	3.30019	3.18591	3.28767	3.0799	3.08604	3.18851	2.92233	2.9774	3.04633	2.8648	3.33069	3.17263	2.88911	3.35854	3.08032	2.80884	3.29371	3.65857
D030002E05RIK	2.54736	2.95557	2.75664	2.31456	2.67663	2.87035	2.50491	2.70409	2.5309	2.53383	2.09783	2.78996	2.71261	2.5236	2.63453	3.19311	2.84109	2.64359
NAALADL1	1.83823	1.38033	1.72613	2.06515	1.82759	1.5093	1.79569	1.70771	1.9879	1.89424	1.70803	1.58741	1.75381	1.7161	1.69183	1.90068	1.81926	1.73925
ASCC3	4.2774	4.56983	4.291885	4.24371	4.489235	4.256365	4.20765	4.454455	4.57138	4.29061	4.638485	4.38168	4.64637	4.406085	4.44382	4.1685	4.295915	4.350215
BG143677	3.71858	3.4366	3.31193	3.06218	3.33564	3.35767	3.35545	3.16467	2.95615	3.28506	3.50391	3.34538	3.46001	3.5514	3.91251	2.8983	3.539	3.37864
BB157850	3.9282	4.09845	4.292	3.89747	3.50842	3.93503	4.04854	3.81949	4.71849	3.71371	3.82532	4.20608	3.64047	3.47997	4.27103	3.31413	4.41376	3.33424
FAM131C	2.82942	2.67174	2.7845	2.98653	2.99905	2.92906	3.24424	2.83346	3.11837	3.12263	3.00087	2.96472	2.91818	3.28699	2.91967	3.19087	2.93111	2.96646
BB306048	1.43569	1.46798	1.50644	1.52131	1.3839	1.60769	1.43718	1.32723	1.4875	1.5827	1.34754	1.53702	1.63467	1.74537	1.40621	1.40047	1.43163	1.42092
ZFP473	1.77292	1.6835	1.58029	1.73805	1.61958	1.59873	1.55484	1.71166	1.47614	1.46435	1.47858	1.46163	1.45378	1.38892	1.4791	1.57367	1.38893	1.37213
D630038D15RIK	4.71295	4.46781	3.73567	3.64965	3.7014	3.54577	3.25994	3.573	3.79086	3.00316	3.90602	3.88272	3.43125	2.83111	4.02361	3.79799	3.82982	3.42919
BM508445	1.93223	1.91475	2.07962	1.92556	1.85641	1.97454	1.97162	1.97232	1.98346	1.77964	1.57452	1.98115	2.06609	1.96235	1.79026	1.96172	2.0818	2.10234
BB278392	4.19962	4.4768	3.97366	4.23755	4.78633	3.7276	4.22743	4.38445	4.13324	3.87196	4.04999	4.4096	4.09247	4.32981	4.07926	4.08559	4.25059	4.45207
NLRP9B	1.49691	1.81446	1.52304	1.605	1.49919	1.62408	1.53142	1.64015	1.74414	1.5438	1.41758	1.67946	1.68544	1.16475	1.97069	1.49201	1.56611	1.49901
GM7854	1.75541	1.89819	1.59854	1.68562	1.94599	1.86205	1.96617	1.68898	1.98863	2.14723	1.90043	1.86089	1.7459	1.88612	1.73361	1.72119	1.82039	2.00867
D930028M14RIK	2.20951	2.31988	2.23405	2.3375	2.45982	2.34226	2.4003	2.178	2.28449	2.35764	2.94577	2.19354	2.48574	2.37893	2.11401	2.20871	2.58928	2.39728
BG070419	2.42231	2.46541	2.19237	2.50047	2.43232	2.39446	2.59526	3.33567	2.37847	2.41755	2.22382	2.38338	2.42342	2.14832	2.64388	2.60149	2.84785	2.33923
AV244724	2.91167	2.82206	2.89413	2.78722	3.01136	2.45588	2.59211	3.19104	2.90014	2.62979	2.80139	3.07053	2.92797	2.49809	2.58969	2.78517	2.27955	2.88673
4930526D03RIK	1.22407	0.965539	1.07299	1.16025	1.24582	1.28244	1.16895	1.15148	0.996641	1.06492	1.22017	1.33244	1.19293	1.1351	1.17502	1.07959	1.19993	1.23597
FAM19A1	1.81998	1.95405	2.42491	1.85207	1.94305	2.19468	2.07569	2.10166	2.30304	2.06563	2.2214	2.07237	2.2293	2.13411	1.90981	2.02376	1.97839	1.98449
BE980553	1.75109	1.75109	1.77471	1.74714	1.75109	1.7843	1.67279	1.75109	1.68622	1.92948	1.70253	1.84061	1.64741	1.60356	1.7699	1.75109	1.80903	1.75467
BB767526	2.83192	2.56118	3.09189	2.10372	2.64694	3.03084	2.7908	2.4917	2.63837	2.70351	2.02592	2.7496	3.10931	2.83858	2.62413	2.67922	2.77182	2.20104
AW552889	1.58033	1.61054	1.52472	1.34421	1.35932	1.34569	1.33689	1.44246	1.31573	1.45059	1.45364	1.57394	1.35184	1.19074	1.46303	1.52897	1.33647	1.5284
BB201224	1.94862	2.46534	2.37849	2.22108	2.23115	2.41515	2.38443	2.59268	2.52168	2.55779	2.45117	2.33908	2.3829	2.51372	2.18683	2.75414	2.24399	2.27014
A030001D16RIK	1.25339	1.15306	1.02097	1.1649	1.25718	1.16733	1.08109	0.930085	0.926443	1.20257	1.2231	1.24657	1.32446	1.11884	0.893252	1.25956	1.1568	1.07585
AU046084	1.99773	2.37264	2.43154	2.2726	2.2421	2.30104	2.09768	2.2284	2.14499	2.21024	2.11514	2.40741	2.40128	1.8988	2.23155	2.59868	2.20561	2.27578
BB310026	2.37636	2.63762	2.35177	2.4157	2.40133	2.67972	2.39164	2.36701	2.64843	2.36711	2.40277	2.66998	2.14754	2.30212	2.7704	2.51514	2.41875	2.25102
PKD2L1	2.02167	2.10463	2.06207	2.04958	2.09266	2.34	2.04663	2.39185	2.03561	1.91836	1.99701	2.11029	2.16625	2.08628	1.96779	2.10918	1.81088	1.93567
BB531660	1.93449	1.68043	1.83634	1.66123	1.69316	1.53617	1.68792	1.78276	1.62701	1.54042	1.5537	1.83155	1.71833	1.4946	1.66083	1.8772	1.63623	1.50314
BM240069	2.09554	2.15997	2.10003	2.41684	2.342	2.12432	1.9988	1.97219	1.81625	2.32739	2.33345	2.09972	2.37072	2.10958	2.25537	1.97373	1.9631	2.09735
BB699603	2.47665	2.2845	2.39104	2.33949	2.24364	2.18623	2.26554	2.61498	2.64678	2.46982	2.39408	2.48926	2.48476	2.4762	2.21347	2.57868	2.47894	2.73437
AA415038	5.02016	5.40835	4.93807	5.27328	5.72056	4.83852	4.29337	4.67472	5.66967	4.7007	4.94719	5.58825	4.92325	4.4384	5.40594	4.88382	5.05351	4.6564
FAM163A	1.35225	1.87886	1.8547	1.60219	1.61366	1.48194	1.86224	1.39455	1.67255	1.49979	1.69103	1.62312	1.36981	1.70108	1.59243	1.65422	1.64978	1.75197
BB475906	2.01097	1.94902	2.00075	2.09335	2.05427	2.15542	1.90839	2.03903	1.87238	2.0365	2.00093	2.38313	2.04488	1.81339	2.14168	2.02931	2.09396	1.66084
GM10643	1.59026	1.5546	1.88248	1.83279	1.28902	1.64669	1.78677	1.73644	1.6046	1.81053	1.9536	1.9544	1.54099	1.72282	1.84106	1.93084	1.81803	1.88009
SHC4	1.52683	1.75619	1.65757	1.76309	1.7158	1.5216	1.84185	1.68224	1.72827	1.53986	1.82937	1.95666	1.46127	1.9408	1.44476	1.72717	1.98055	1.83027
BI134152	1.98804	2.04672	2.16925	1.9385	2.34543	1.91386	1.94367	2.03099	2.1739	2.32662	2.11375	1.92076	1.92851	2.18829	1.76053	1.89702	2.13942	2.09663
BB209527	2.55274	4.23042	2.88705	1.95667	3.14982	3.39109	2.47968	2.32164	2.19985	2.18565	2.66167	2.76741	2.42577	2.01323	2.82501	2.49312	3.32912	2.39983
AV328224	2.27887	2.29038	2.08905	1.95935	2.38144	1.89288	2.07683	2.34319	2.1973	2.20136	2.01987	2.16449	1.90683	2.24898	1.86544	2.44634	1.97516	2.27862
AV266261	1.49846	1.29755	1.29799	1.29156	1.17283	1.43787	1.31624	1.13965	1.27858	1.20121	1.21842	1.45313	1.09974	1.29265	1.2815	1.32263	1.39221	1.46016
BB141504	1.45348	1.38392	1.47348	1.47262	1.26276	1.21822	1.32152	1.35536	1.37823	1.68928	1.02556	1.10455	1.17843	1.10299	1.50346	1.35262	1.49197	1.39749
LOC100504796	2.21039	1.93946	2.72942	2.26965	2.12975	2.0469	1.87027	2.06667	2.30153	2.2879	2.035	2.39068	2.22609	1.83467	2.18637	2.03937	2.12585	2.27327
2900035I09RIK	1.89396	2.09154	2.26857	2.30824	1.94074	2.04745	1.89774	2.22904	2.22975	2.45086	2.19812	2.28149	2.37217	2.4466	2.08776	2.22774	2.30204	2.25847
BF456117	1.95442	1.98441	2.23425	1.98328	1.83824	2.04046	1.86217	1.89866	1.76075	1.89087	1.87287	1.98428	1.95003	1.94109	1.72625	1.9454	1.8259	1.97857
FAT2	1.65586	1.8278	2.11951	2.13293	1.61371	2.1681	1.79299	2.02484	1.69411	1.86368	1.87581	2.04949	2.03597	1.73715	1.7816	1.64064	1.92487	1.72452
BB321110	1.59814	1.70206	2.056	1.71949	1.77515	1.59928	1.49102	1.84748	1.78192	1.40668	1.54239	1.65762	2.13175	1.62087	1.81934	1.94183	1.79439	1.82424
BB124626	1.18527	1.57652	1.66024	1.34986	1.54086	1.71109	1.22709	1.43929	1.55829	1.74885	1.54362	1.4494	1.49201	1.49223	1.62593	1.85759	1.43579	1.55687
BB229969	7.09541	7.10815	5.90134	7.20628	6.90136	6.99202	7.33433	6.62029	7.70755	7.59345	6.56618	7.11955	6.95484	7.206	7.61519	7.39351	7.36876	7.21647
GM6556	1.4685	1.36466	1.44044	1.32575	1.21574	1.33564	1.28356	1.33958	1.23097	1.39831	1.38168	1.30421	1.68964	1.1846	1.39789	1.44121	1.25195	1.31567
PLEKHG4	1.59383	1.63987	1.22754	1.85316	1.7712	1.527	1.63505	1.48945	1.34368	1.71048	1.40098	1.49067	1.39718	1.61918	1.4704	1.53691	1.34318	1.50661
TTC22	2.14818	2.2297	2.47552	2.23853	2.1213	2.75695	2.4155	2.59953	2.33249	2.26579	2.23528	2.16084	2.4365	1.97222	2.18818	2.35146	2.22774	2.17263
AI428301	3.35921	2.67355	3.11617	3.06614	3.54152	3.96773	3.62516	2.68848	3.83493	3.41521	2.83018	3.5061	2.64012	3.37237	4.26215	2.9201	3.10545	3.36445
BE685633	2.29482	2.22893	1.92614	2.10699	2.08749	2.22205	2.25858	2.0841	1.78684	2.13702	1.84548	2.05475	2.11579	2.21141	2.13179	2.13274	2.03033	1.84669
BB451702	1.91023	1.66257	2.13575	1.94583	1.80853	1.40125	1.93839	2.40746	1.85874	1.60312	2.07708	1.96732	1.89479	1.5589	1.72485	1.99105	1.78551	1.67503
LOC552882	3.05895	2.96589	2.79194	2.80444	3.13487	2.82768	2.61256	2.7995	2.83982	2.8228	2.53572	3.18917	2.61331	2.94734	2.65127	2.70524	2.81915	3.08517
BG072079	2.77908	2.78488	2.96984	3.4255	2.85945	2.92143	2.70806	2.9345	2.78944	2.95481	2.75686	2.91399	2.88655	2.7978	3.08028	2.95032	2.92585	2.72517
TRHDE	2.09215	3.00928	3.22814	2.75478	2.13249	2.1778	1.93422	2.76066	2.45025	2.33921	2.59716	3.26999	3.54272	2.28387	2.48813	1.48208	1.86479	2.16486
PLCH1	2.05588	1.62104	1.80028	2.01071	2.16267	1.86039	1.70441	1.98709	1.66032	1.91445	1.7858	1.51893	1.93554	1.97684	1.76111	1.94385	2.04337	1.54085
GM101	1.53639	2.10683	1.75186	1.38521	1.3901	1.66625	1.75192	1.40121	1.77403	1.77483	1.66368	1.41265	1.65928	1.70309	1.62	1.54893	1.41505	1.62049
9530029O12RIK	6.02849	6.60171	5.85895	5.87959	5.78503	5.93418	5.50989	6.42286	5.84008	5.36202	5.69949	6.12629	5.71012	4.82969	5.8561	5.73726	5.8286	5.23654
D730035F11RIK	3.16533	2.87428	2.7563	2.96364	2.79481	2.92045	2.80037	3.18549	2.63654	2.91699	2.48109	2.74023	2.69656	2.70713	2.63936	2.87408	2.65359	2.78792
TRPA1	1.7794	1.58484	1.90835	1.60342	1.78671	1.8962	1.83447	1.67417	1.70993	1.5997	1.72914	1.73308	1.76324	1.71642	1.71984	1.83161	1.6999	1.6128
BB307737	2.33772	2.43464	2.48293	2.05337	2.44551	1.9043	2.27795	2.68192	2.55768	2.65183	2.45144	2.44257	2.20479	2.53521	2.33561	2.42486	2.32829	2.61862
BB521745	1.87583	1.93703	1.88539	1.88904	2.08659	2.27919	1.93034	1.80617	1.64731	1.85492	2.10453	2.2414	2.12474	1.92329	1.97344	2.02315	1.93388	2.43017
LRRC36	1.45213	1.41921	1.32447	1.57717	1.47048	1.40801	1.75918	1.50577	1.38436	1.45061	1.74712	1.49832	1.37908	1.62985	1.47334	1.61549	1.4153	1.73363
BB334885	1.80685	2.07097	2.23911	1.94944	1.93695	1.93325	1.86628	2.24068	1.66674	1.77487	1.73155	1.81687	1.77006	1.51809	1.97037	1.87373	1.89873	1.84048
AV235415	3.13582	2.98322	3.60224	3.35637	3.39657	3.56213	2.70754	3.27766	2.94401	3.93892	2.98668	3.47705	2.94816	3.16264	3.11233	2.81101	2.98744	3.16689
BB098324	3.36228	3.4371	3.78363	3.23119	3.46363	3.751	3.40026	3.49279	3.66541	3.21113	3.54513	3.61918	3.40774	3.25709	3.30917	4.04755	3.32725	3.22142
BB148426	2.34251	2.59509	2.22405	2.32544	2.38288	2.1488	2.13496	2.30647	2.1124	2.33499	2.24015	2.48631	2.17017	2.41877	2.4173	2.69025	2.33893	2.31095
BB050663	2.00817	2.03278	1.86281	2.22829	2.22234	2.0058	2.17498	2.00626	1.79558	2.22338	2.33483	1.71968	1.95566	1.84411	2.49689	1.91141	1.89332	2.33553
BB485280	5.25282	5.83467	4.65252	4.92734	5.52631	5.23719	4.28812	4.52166	5.1311	5.71914	5.45853	5.32895	5.0832	4.81604	5.54709	5.55422	5.18698	5.18132
LOC100503301	2.05395	1.82963	2.28829	1.6244	1.81284	1.9367	2.09985	1.71252	1.7155	1.83722	2.07754	1.67702	1.63835	1.61425	1.84721	2.16366	2.01135	2.02269
DESI1	6.98086	6.34266	7.05457	7.05803	7.2957	6.97817	7.14057	7.34258	7.03189	7.20996	7.1977	7.03206	7.04704	7.07242	6.73113	7.05497	6.85867	7.00585
BB472173	2.15334	2.07493	1.9363	2.00889	1.97376	1.82457	1.7322	2.22439	2.09048	1.92623	2.01336	2.20396	1.87288	1.84341	2.08261	2.14623	2.45923	2.13181
NRON	1.60079	1.48623	1.58277	1.20401	1.32381	1.303	1.43877	1.40974	1.36116	1.35932	1.3103	1.38333	1.75317	1.28982	1.27766	1.27059	1.38732	1.5618
BB267568	2.31705	2.46419	2.53716	2.59745	2.66747	2.5609	2.48793	2.39665	2.56804	2.45166	2.67299	2.41631	2.55535	2.27186	2.49123	2.28895	2.7851	1.99859
BB468420	2.2075	2.63508	2.00318	2.37986	3.03251	2.5666	2.75161	2.30866	2.6896	2.32576	2.56265	2.76093	2.59511	2.49991	2.54907	2.1718	2.18297	2.2745
BQ176442	1.59903	1.84669	2.06925	2.10727	1.76457	1.78496	1.40659	1.81279	1.94416	1.83974	1.62186	1.77718	1.75278	1.68449	1.55306	1.91667	1.8216	1.90669
AV264602	1.98655	1.93531	1.80964	2.0165	2.02136	1.90253	2.03385	1.86993	1.99621	1.84895	1.97298	2.09453	1.96601	1.72486	1.90534	1.94524	2.12379	2.42263
BB322466	2.12794	1.7659	1.88697	2.04986	1.66277	1.79979	1.35741	1.83563	1.5035	1.61307	1.79369	1.17567	1.52575	1.51061	1.62063	2.12971	1.6895	2.11558
BB087681	2.00603	1.82991	1.81425	1.6855	1.82161	1.76495	1.82907	1.82763	1.49935	1.94078	1.7311	1.84085	1.82562	1.83319	1.82456	1.67507	1.84117	2.00625
AV323048	1.8833	1.66152	1.62097	1.37001	1.64119	1.56572	1.84337	1.47681	1.54809	1.51467	1.68816	1.68054	1.58415	1.65168	1.77293	1.83466	1.59578	1.68744
BB477101	3.45288	3.56342	3.74308	4.19846	3.99782	3.74063	3.2775	3.938	3.7641	3.4575	3.77651	3.77879	3.68847	3.1472	4.16012	3.64409	3.1786	3.78264
SERPINB9D	1.83535	1.33621	1.54431	1.27652	1.32105	1.59176	1.80561	1.42165	1.74124	1.58296	1.54279	1.61626	1.73001	1.61598	1.53914	1.46273	1.58906	1.67556
BB044238	1.88664	1.97754	1.61911	1.77332	1.93416	2.09397	2.04803	2.07946	1.86179	1.93451	1.96255	2.01298	1.98935	1.8206	2.24231	1.98325	1.9725	2.20582
BB364990	1.65476	1.76571	1.71073	1.58032	1.76078	1.71415	1.78374	1.56899	1.48617	1.75146	2.18515	1.66498	1.71216	1.9587	1.58902	1.50656	1.45286	1.61722
BE825072	1.7467	1.60925	1.78368	2.14864	1.57844	1.58961	1.6464	1.69666	1.97965	1.75774	1.82448	1.94671	1.65037	1.84385	2.47184	1.92808	1.60039	2.08849
AV337827	2.03033	1.87062	1.9663	2.21099	2.08207	1.96626	2.3713	2.04849	2.19871	2.05372	2.11995	2.19519	2.02938	1.90644	1.98855	2.14935	2.13103	2.07224
BB439768	1.4593	1.92295	1.58667	1.47668	1.5565	1.60406	1.4251	1.69899	1.47998	1.59947	1.54424	1.57	1.61999	1.97806	1.89115	1.41862	1.67548	1.32009
BB204297	1.65263	1.60664	1.95285	1.52849	1.82591	2.08595	1.70032	1.87012	2.02779	1.58343	1.68296	1.52127	1.95138	1.69966	1.68642	1.67049	1.41648	1.69046
1700092E19RIK	1.3205	1.37695	1.5028	1.29591	1.49068	1.32573	1.22325	1.41039	1.52159	1.23005	1.37288	1.42717	1.06996	1.2986	1.41392	1.4925	0.891437	1.41245
BB396605	1.55727	1.83094	1.6629	1.44753	1.45289	1.59203	1.83131	1.78026	1.56202	1.80418	1.57361	1.42866	1.5251	1.41523	1.92979	1.80825	1.65589	1.43097
DGKH	2.60017	2.63632	2.51586	2.22737	2.43891	2.86062	2.70227	2.62636	2.76728	2.81664	2.85077	2.81653	2.40683	2.63544	2.29094	2.57574	3.07794	2.3678
BM293522	3.24321	3.30896	3.46014	3.4417	3.64197	3.83893	3.40067	3.2106	3.3712	3.19203	3.64689	3.3513	3.30973	2.96879	3.74511	3.24146	3.32166	3.14105
GM13111	1.83755	1.90502	1.687	1.98949	1.81804	2.03113	1.93826	1.84102	1.62419	2.03908	1.84008	1.80521	1.86075	1.53784	1.62951	1.80727	1.67264	2.29167
BM237891	3.50488	3.17187	2.83136	3.21657	3.90554	3.01232	2.73631	2.73146	3.50567	2.49827	3.04603	3.14195	3.04864	3.27292	3.13476	3.4847	3.2524	2.56296
BE986576	1.72118	1.74309	1.74964	1.57052	1.28555	2.0798	1.53454	1.68409	1.86474	1.80849	1.48486	1.70131	1.87205	1.48512	2.06177	1.55728	1.89936	1.5226
BB544870	1.3854	1.70373	1.68334	1.95148	1.73704	1.6062	1.57476	1.736	1.68965	1.91223	1.62531	1.81075	2.14168	1.43666	1.69723	1.78459	1.50445	1.59787
BM114557	1.68088	1.83989	1.73021	1.50109	1.62105	1.67968	1.59425	1.99717	1.76735	1.72528	1.63451	1.97873	1.45823	1.86068	1.88066	1.67453	1.61473	1.74109
GM19814	1.08888	1.25962	1.29329	1.08009	1.23287	1.1383	0.880043	0.70621	0.976946	0.926699	1.1329	0.965343	1.0939	1.12527	1.03704	1.11006	1.12322	1.03041
